timestamp,coin,signal,reasoning
2025-11-10T08:44:23.486414,ETH,hold,
2025-11-10T08:44:23.486414,SOL,hold,
2025-11-10T08:44:23.486414,XRP,hold,
2025-11-10T08:44:23.486414,BTC,entry,
2025-11-10T08:44:23.486414,DOGE,hold,
2025-11-10T08:44:23.486414,BNB,hold,
2025-11-10T08:47:29.732996,ETH,hold,
2025-11-10T08:47:29.732996,SOL,hold,
2025-11-10T08:47:29.732996,XRP,hold,
2025-11-10T08:47:29.732996,BTC,hold,
2025-11-10T08:47:29.732996,DOGE,hold,
2025-11-10T08:47:29.732996,BNB,hold,
2025-11-10T08:50:35.432039,ETH,hold,
2025-11-10T08:50:35.432039,SOL,hold,
2025-11-10T08:50:35.432039,XRP,hold,
2025-11-10T08:50:35.432039,BTC,hold,
2025-11-10T08:50:35.432039,DOGE,hold,
2025-11-10T08:50:35.432039,BNB,hold,
2025-11-10T08:53:41.055653,ETH,hold,
2025-11-10T08:53:41.055653,SOL,hold,
2025-11-10T08:53:41.055653,XRP,hold,
2025-11-10T08:53:41.055653,BTC,hold,
2025-11-10T08:53:41.055653,DOGE,hold,
2025-11-10T08:53:41.055653,BNB,hold,
2025-11-10T08:56:48.037542,ETH,entry,
2025-11-10T08:56:48.037542,SOL,entry,
2025-11-10T08:56:48.037542,XRP,entry,
2025-11-10T08:56:48.037542,BTC,hold,
2025-11-10T08:56:48.037542,DOGE,entry,
2025-11-10T08:56:48.037542,BNB,entry,
2025-11-10T08:59:53.800451,ETH,hold,
2025-11-10T08:59:53.800451,SOL,hold,
2025-11-10T08:59:53.800451,XRP,hold,
2025-11-10T08:59:53.800451,BTC,hold,
2025-11-10T08:59:53.800451,DOGE,hold,
2025-11-10T08:59:53.800451,BNB,hold,
2025-11-10T09:03:01.354950,ETH,hold,
2025-11-10T09:03:01.354950,SOL,hold,
2025-11-10T09:03:01.354950,XRP,hold,
2025-11-10T09:03:01.354950,BTC,hold,
2025-11-10T09:03:01.354950,DOGE,hold,
2025-11-10T09:03:01.354950,BNB,hold,
2025-11-10T09:06:07.194722,ETH,hold,
2025-11-10T09:06:07.194722,SOL,hold,
2025-11-10T09:06:07.194722,XRP,hold,
2025-11-10T09:06:07.194722,BTC,hold,
2025-11-10T09:06:07.194722,DOGE,hold,
2025-11-10T09:06:07.194722,BNB,hold,
2025-11-10T09:09:12.891321,ETH,hold,
2025-11-10T09:09:12.891321,SOL,hold,
2025-11-10T09:09:12.891321,XRP,hold,
2025-11-10T09:09:12.891321,BTC,hold,
2025-11-10T09:09:12.891321,DOGE,hold,
2025-11-10T09:09:12.891321,BNB,hold,
2025-11-10T09:12:18.964616,ETH,hold,
2025-11-10T09:12:18.964616,SOL,hold,
2025-11-10T09:12:18.964616,XRP,hold,
2025-11-10T09:12:18.964616,BTC,hold,
2025-11-10T09:12:18.964616,DOGE,hold,
2025-11-10T09:12:18.964616,BNB,hold,
2025-11-10T09:15:24.769040,ETH,hold,
2025-11-10T09:15:24.769040,SOL,hold,
2025-11-10T09:15:24.769040,XRP,hold,
2025-11-10T09:15:24.769040,BTC,hold,
2025-11-10T09:15:24.769040,DOGE,hold,
2025-11-10T09:15:24.769040,BNB,hold,
2025-11-10T09:18:30.604960,ETH,hold,
2025-11-10T09:18:30.604960,SOL,hold,
2025-11-10T09:18:30.604960,XRP,hold,
2025-11-10T09:18:30.604960,BTC,hold,
2025-11-10T09:18:30.604960,DOGE,hold,
2025-11-10T09:18:30.604960,BNB,hold,
2025-11-10T09:21:36.545611,ETH,hold,
2025-11-10T09:21:36.545611,SOL,hold,
2025-11-10T09:21:36.545611,XRP,hold,
2025-11-10T09:21:36.545611,BTC,hold,
2025-11-10T09:21:36.545611,DOGE,hold,
2025-11-10T09:21:36.545611,BNB,hold,
2025-11-10T09:24:42.426771,ETH,hold,
2025-11-10T09:24:42.426771,SOL,hold,
2025-11-10T09:24:42.426771,XRP,hold,
2025-11-10T09:24:42.426771,BTC,hold,
2025-11-10T09:24:42.426771,DOGE,hold,
2025-11-10T09:24:42.426771,BNB,hold,
2025-11-10T09:27:48.478721,ETH,hold,
2025-11-10T09:27:48.478721,SOL,hold,
2025-11-10T09:27:48.478721,XRP,hold,
2025-11-10T09:27:48.478721,BTC,hold,
2025-11-10T09:27:48.478721,DOGE,hold,
2025-11-10T09:27:48.478721,BNB,hold,
2025-11-10T09:53:46.832944,ETH,hold,
2025-11-10T09:53:46.832944,SOL,hold,
2025-11-10T09:53:46.832944,XRP,hold,
2025-11-10T09:53:46.832944,BTC,hold,
2025-11-10T09:53:46.832944,DOGE,hold,
2025-11-10T09:53:46.832944,BNB,hold,
2025-11-10T09:56:52.902249,ETH,hold,
2025-11-10T09:56:52.902249,SOL,hold,
2025-11-10T09:56:52.902249,XRP,hold,
2025-11-10T09:56:52.902249,BTC,hold,
2025-11-10T09:56:52.902249,DOGE,hold,
2025-11-10T09:56:52.902249,BNB,hold,
2025-11-10T09:59:58.899713,ETH,hold,
2025-11-10T09:59:58.899713,SOL,hold,
2025-11-10T09:59:58.899713,XRP,hold,
2025-11-10T09:59:58.899713,BTC,hold,
2025-11-10T09:59:58.899713,DOGE,hold,
2025-11-10T09:59:58.899713,BNB,hold,
2025-11-10T10:03:04.833899,ETH,hold,
2025-11-10T10:03:04.833899,SOL,hold,
2025-11-10T10:03:04.833899,XRP,close,
2025-11-10T10:03:04.833899,BTC,hold,
2025-11-10T10:03:04.833899,DOGE,hold,
2025-11-10T10:03:04.833899,BNB,hold,
2025-11-10T10:06:10.760591,ETH,hold,
2025-11-10T10:06:10.760591,SOL,hold,
2025-11-10T10:06:10.760591,XRP,entry,
2025-11-10T10:06:10.760591,BTC,hold,
2025-11-10T10:06:10.760591,DOGE,hold,
2025-11-10T10:06:10.760591,BNB,hold,
2025-11-10T10:09:16.825307,ETH,hold,
2025-11-10T10:09:16.825307,SOL,hold,
2025-11-10T10:09:16.825307,XRP,hold,
2025-11-10T10:09:16.825307,BTC,hold,
2025-11-10T10:09:16.825307,DOGE,hold,
2025-11-10T10:09:16.825307,BNB,hold,
2025-11-10T10:12:22.694743,ETH,hold,
2025-11-10T10:12:22.694743,SOL,hold,
2025-11-10T10:12:22.694743,XRP,hold,
2025-11-10T10:12:22.694743,BTC,hold,
2025-11-10T10:12:22.694743,DOGE,hold,
2025-11-10T10:12:22.694743,BNB,hold,
2025-11-10T10:15:28.395431,ETH,hold,
2025-11-10T10:15:28.395431,SOL,hold,
2025-11-10T10:15:28.395431,XRP,hold,
2025-11-10T10:15:28.395431,BTC,hold,
2025-11-10T10:15:28.395431,DOGE,hold,
2025-11-10T10:15:28.395431,BNB,hold,
2025-11-10T10:18:34.069221,ETH,hold,
2025-11-10T10:18:34.069221,SOL,hold,
2025-11-10T10:18:34.069221,XRP,hold,
2025-11-10T10:18:34.069221,BTC,hold,
2025-11-10T10:18:34.069221,DOGE,hold,
2025-11-10T10:18:34.069221,BNB,hold,
2025-11-10T10:21:39.657962,ETH,hold,
2025-11-10T10:21:39.657962,SOL,hold,
2025-11-10T10:21:39.657962,XRP,hold,
2025-11-10T10:21:39.657962,BTC,hold,
2025-11-10T10:21:39.657962,DOGE,hold,
2025-11-10T10:21:39.657962,BNB,hold,
2025-11-10T10:24:45.315024,ETH,hold,
2025-11-10T10:24:45.315024,SOL,hold,
2025-11-10T10:24:45.315024,XRP,hold,
2025-11-10T10:24:45.315024,BTC,hold,
2025-11-10T10:24:45.315024,DOGE,hold,
2025-11-10T10:24:45.315024,BNB,hold,
2025-11-10T10:27:50.992859,ETH,hold,
2025-11-10T10:27:50.992859,SOL,hold,
2025-11-10T10:27:50.992859,XRP,hold,
2025-11-10T10:27:50.992859,BTC,hold,
2025-11-10T10:27:50.992859,DOGE,hold,
2025-11-10T10:27:50.992859,BNB,hold,
2025-11-10T10:30:56.715975,ETH,hold,
2025-11-10T10:30:56.715975,SOL,hold,
2025-11-10T10:30:56.715975,XRP,hold,
2025-11-10T10:30:56.715975,BTC,hold,
2025-11-10T10:30:56.715975,DOGE,hold,
2025-11-10T10:30:56.715975,BNB,hold,
2025-11-10T10:34:02.783026,ETH,hold,
2025-11-10T10:34:02.783026,SOL,hold,
2025-11-10T10:34:02.783026,XRP,hold,
2025-11-10T10:34:02.783026,BTC,hold,
2025-11-10T10:34:02.783026,DOGE,hold,
2025-11-10T10:34:02.783026,BNB,hold,
2025-11-10T10:37:08.627678,ETH,hold,
2025-11-10T10:37:08.627678,SOL,hold,
2025-11-10T10:37:08.627678,XRP,hold,
2025-11-10T10:37:08.627678,BTC,hold,
2025-11-10T10:37:08.627678,DOGE,hold,
2025-11-10T10:37:08.627678,BNB,hold,
2025-11-10T10:40:14.399186,ETH,hold,
2025-11-10T10:40:14.399186,SOL,hold,
2025-11-10T10:40:14.399186,XRP,hold,
2025-11-10T10:40:14.399186,BTC,hold,
2025-11-10T10:40:14.399186,DOGE,hold,
2025-11-10T10:40:14.399186,BNB,hold,
2025-11-10T10:43:20.546062,ETH,hold,
2025-11-10T10:43:20.546062,SOL,hold,
2025-11-10T10:43:20.546062,XRP,hold,
2025-11-10T10:43:20.546062,BTC,hold,
2025-11-10T10:43:20.546062,DOGE,hold,
2025-11-10T10:43:20.546062,BNB,hold,
2025-11-10T11:06:32.218093,ETH,hold,
2025-11-10T11:06:32.218093,SOL,hold,
2025-11-10T11:06:32.218093,XRP,hold,
2025-11-10T11:06:32.218093,BTC,hold,
2025-11-10T11:06:32.218093,DOGE,hold,
2025-11-10T11:06:32.218093,BNB,hold,
2025-11-10T11:10:49.090496,ETH,hold,
2025-11-10T11:10:49.090496,SOL,hold,
2025-11-10T11:10:49.090496,XRP,hold,
2025-11-10T11:10:49.090496,BTC,hold,
2025-11-10T11:10:49.090496,DOGE,hold,
2025-11-10T11:10:49.090496,BNB,hold,
2025-11-10T11:13:54.870558,ETH,hold,
2025-11-10T11:13:54.870558,SOL,hold,
2025-11-10T11:13:54.870558,XRP,hold,
2025-11-10T11:13:54.870558,BTC,hold,
2025-11-10T11:13:54.870558,DOGE,hold,
2025-11-10T11:13:54.870558,BNB,hold,
2025-11-10T11:17:00.915766,ETH,hold,
2025-11-10T11:17:00.915766,SOL,hold,
2025-11-10T11:17:00.915766,XRP,hold,
2025-11-10T11:17:00.915766,BTC,hold,
2025-11-10T11:17:00.915766,DOGE,hold,
2025-11-10T11:17:00.915766,BNB,hold,
2025-11-10T11:20:07.273467,ETH,hold,
2025-11-10T11:20:07.273467,SOL,hold,
2025-11-10T11:20:07.273467,XRP,hold,
2025-11-10T11:20:07.273467,BTC,hold,
2025-11-10T11:20:07.273467,DOGE,hold,
2025-11-10T11:20:07.273467,BNB,hold,
2025-11-10T11:38:20.187542,ETH,hold,
2025-11-10T11:38:20.187542,SOL,hold,
2025-11-10T11:38:20.187542,XRP,hold,
2025-11-10T11:38:20.187542,BTC,hold,
2025-11-10T11:38:20.187542,DOGE,hold,
2025-11-10T11:38:20.187542,BNB,hold,
2025-11-10T12:04:50.360316,ETH,hold,
2025-11-10T12:04:50.360316,SOL,hold,
2025-11-10T12:04:50.360316,XRP,hold,
2025-11-10T12:04:50.360316,BTC,hold,
2025-11-10T12:04:50.360316,DOGE,hold,
2025-11-10T12:04:50.360316,BNB,hold,
2025-11-10T12:07:56.153027,ETH,hold,
2025-11-10T12:07:56.153027,SOL,hold,
2025-11-10T12:07:56.153027,XRP,hold,
2025-11-10T12:07:56.153027,BTC,hold,
2025-11-10T12:07:56.153027,DOGE,hold,
2025-11-10T12:07:56.153027,BNB,hold,
2025-11-10T12:11:01.894248,ETH,hold,
2025-11-10T12:11:01.894248,SOL,hold,
2025-11-10T12:11:01.894248,XRP,hold,
2025-11-10T12:11:01.894248,BTC,hold,
2025-11-10T12:11:01.894248,DOGE,hold,
2025-11-10T12:11:01.894248,BNB,hold,
2025-11-10T12:14:07.565174,ETH,hold,
2025-11-10T12:14:07.565174,SOL,hold,
2025-11-10T12:14:07.565174,XRP,hold,
2025-11-10T12:14:07.565174,BTC,hold,
2025-11-10T12:14:07.565174,DOGE,hold,
2025-11-10T12:14:07.565174,BNB,hold,
2025-11-10T12:17:13.408634,ETH,hold,
2025-11-10T12:17:13.408634,SOL,hold,
2025-11-10T12:17:13.408634,XRP,hold,
2025-11-10T12:17:13.408634,BTC,hold,
2025-11-10T12:17:13.408634,DOGE,hold,
2025-11-10T12:17:13.408634,BNB,hold,
2025-11-10T12:20:19.352165,ETH,hold,
2025-11-10T12:20:19.352165,SOL,hold,
2025-11-10T12:20:19.352165,XRP,hold,
2025-11-10T12:20:19.352165,BTC,hold,
2025-11-10T12:20:19.352165,DOGE,hold,
2025-11-10T12:20:19.352165,BNB,hold,
2025-11-10T12:33:30.853688,ETH,hold,
2025-11-10T12:33:30.853688,SOL,hold,
2025-11-10T12:33:30.853688,XRP,hold,
2025-11-10T12:33:30.853688,BTC,hold,
2025-11-10T12:33:30.853688,DOGE,hold,
2025-11-10T12:33:30.853688,BNB,hold,
2025-11-10T13:17:33.131660,ETH,hold,
2025-11-10T13:17:33.131660,SOL,hold,
2025-11-10T13:17:33.131660,XRP,hold,
2025-11-10T13:17:33.131660,BTC,hold,
2025-11-10T13:17:33.131660,DOGE,hold,
2025-11-10T13:17:33.131660,BNB,hold,
2025-11-13T02:33:29.561861,ETH,entry,
2025-11-13T02:33:29.561861,SOL,entry,
2025-11-13T02:33:29.561861,XRP,entry,
2025-11-13T02:33:29.561861,BTC,entry,
2025-11-13T02:33:29.561861,DOGE,entry,
2025-11-13T02:33:29.561861,BNB,entry,
2025-11-13T02:36:36.354479,ETH,hold,
2025-11-13T02:36:36.354479,SOL,hold,
2025-11-13T02:36:36.354479,XRP,hold,
2025-11-13T02:36:36.354479,BTC,hold,
2025-11-13T02:36:36.354479,DOGE,hold,
2025-11-13T02:36:36.354479,BNB,hold,
2025-11-13T02:39:43.227610,ETH,hold,
2025-11-13T02:39:43.227610,SOL,hold,
2025-11-13T02:39:43.227610,XRP,hold,
2025-11-13T02:39:43.227610,BTC,hold,
2025-11-13T02:39:43.227610,DOGE,hold,
2025-11-13T02:39:43.227610,BNB,hold,
2025-11-13T02:42:50.330720,ETH,hold,
2025-11-13T02:42:50.330720,SOL,hold,
2025-11-13T02:42:50.330720,XRP,hold,
2025-11-13T02:42:50.330720,BTC,hold,
2025-11-13T02:42:50.330720,DOGE,hold,
2025-11-13T02:42:50.330720,BNB,hold,
2025-11-13T02:45:57.402928,ETH,hold,
2025-11-13T02:45:57.402928,SOL,hold,
2025-11-13T02:45:57.402928,XRP,hold,
2025-11-13T02:45:57.402928,BTC,hold,
2025-11-13T02:45:57.402928,DOGE,hold,
2025-11-13T02:45:57.402928,BNB,hold,
2025-11-13T02:49:04.351632,ETH,hold,
2025-11-13T02:49:04.351632,SOL,hold,
2025-11-13T02:49:04.351632,XRP,hold,
2025-11-13T02:49:04.351632,BTC,hold,
2025-11-13T02:49:04.351632,DOGE,hold,
2025-11-13T02:49:04.351632,BNB,hold,
2025-11-13T02:52:11.335079,ETH,hold,
2025-11-13T02:52:11.335079,SOL,hold,
2025-11-13T02:52:11.335079,XRP,hold,
2025-11-13T02:52:11.335079,BTC,hold,
2025-11-13T02:52:11.335079,DOGE,hold,
2025-11-13T02:52:11.335079,BNB,hold,
2025-11-13T02:55:19.794017,ETH,hold,
2025-11-13T02:55:19.794017,SOL,hold,
2025-11-13T02:55:19.794017,XRP,hold,
2025-11-13T02:55:19.794017,BTC,hold,
2025-11-13T02:55:19.794017,DOGE,hold,
2025-11-13T02:55:19.794017,BNB,hold,
2025-11-13T02:58:27.035147,ETH,hold,
2025-11-13T02:58:27.035147,SOL,hold,
2025-11-13T02:58:27.035147,XRP,hold,
2025-11-13T02:58:27.035147,BTC,hold,
2025-11-13T02:58:27.035147,DOGE,hold,
2025-11-13T02:58:27.035147,BNB,hold,
2025-11-13T03:01:33.699378,ETH,hold,
2025-11-13T03:01:33.699378,SOL,hold,
2025-11-13T03:01:33.699378,XRP,hold,
2025-11-13T03:01:33.699378,BTC,hold,
2025-11-13T03:01:33.699378,DOGE,hold,
2025-11-13T03:01:33.699378,BNB,hold,
2025-11-13T03:04:40.652113,ETH,hold,
2025-11-13T03:04:40.652113,SOL,hold,
2025-11-13T03:04:40.652113,XRP,hold,
2025-11-13T03:04:40.652113,BTC,hold,
2025-11-13T03:04:40.652113,DOGE,hold,
2025-11-13T03:04:40.652113,BNB,hold,
2025-11-13T03:07:47.385867,ETH,hold,
2025-11-13T03:07:47.385867,SOL,hold,
2025-11-13T03:07:47.385867,XRP,hold,
2025-11-13T03:07:47.385867,BTC,hold,
2025-11-13T03:07:47.385867,DOGE,hold,
2025-11-13T03:07:47.385867,BNB,hold,
2025-11-13T03:10:54.299329,ETH,hold,
2025-11-13T03:10:54.299329,SOL,hold,
2025-11-13T03:10:54.299329,XRP,hold,
2025-11-13T03:10:54.299329,BTC,hold,
2025-11-13T03:10:54.299329,DOGE,hold,
2025-11-13T03:10:54.299329,BNB,hold,
2025-11-13T03:14:01.042335,ETH,hold,
2025-11-13T03:14:01.042335,SOL,hold,
2025-11-13T03:14:01.042335,XRP,hold,
2025-11-13T03:14:01.042335,BTC,hold,
2025-11-13T03:14:01.042335,DOGE,hold,
2025-11-13T03:14:01.042335,BNB,hold,
2025-11-13T03:17:08.098509,ETH,hold,
2025-11-13T03:17:08.098509,SOL,hold,
2025-11-13T03:17:08.098509,XRP,hold,
2025-11-13T03:17:08.098509,BTC,hold,
2025-11-13T03:17:08.098509,DOGE,hold,
2025-11-13T03:17:08.098509,BNB,hold,
2025-11-13T03:20:15.990626,ETH,hold,
2025-11-13T03:20:15.990626,SOL,hold,
2025-11-13T03:20:15.990626,XRP,hold,
2025-11-13T03:20:15.990626,BTC,hold,
2025-11-13T03:20:15.990626,DOGE,hold,
2025-11-13T03:20:15.990626,BNB,hold,
2025-11-13T03:23:23.084180,ETH,hold,
2025-11-13T03:23:23.084180,SOL,hold,
2025-11-13T03:23:23.084180,XRP,hold,
2025-11-13T03:23:23.084180,BTC,hold,
2025-11-13T03:23:23.084180,DOGE,hold,
2025-11-13T03:23:23.084180,BNB,hold,
2025-11-13T03:26:30.055800,ETH,hold,
2025-11-13T03:26:30.055800,SOL,hold,
2025-11-13T03:26:30.055800,XRP,hold,
2025-11-13T03:26:30.055800,BTC,hold,
2025-11-13T03:26:30.055800,DOGE,hold,
2025-11-13T03:26:30.055800,BNB,hold,
2025-11-13T03:29:36.883101,ETH,hold,
2025-11-13T03:29:36.883101,SOL,hold,
2025-11-13T03:29:36.883101,XRP,hold,
2025-11-13T03:29:36.883101,BTC,hold,
2025-11-13T03:29:36.883101,DOGE,hold,
2025-11-13T03:29:36.883101,BNB,hold,
2025-11-13T03:32:43.736861,ETH,hold,
2025-11-13T03:32:43.736861,SOL,hold,
2025-11-13T03:32:43.736861,XRP,hold,
2025-11-13T03:32:43.736861,BTC,hold,
2025-11-13T03:32:43.736861,DOGE,hold,
2025-11-13T03:32:43.736861,BNB,hold,
2025-11-13T03:35:51.789683,ETH,hold,
2025-11-13T03:35:51.789683,SOL,hold,
2025-11-13T03:35:51.789683,XRP,hold,
2025-11-13T03:35:51.789683,BTC,hold,
2025-11-13T03:35:51.789683,DOGE,hold,
2025-11-13T03:35:51.789683,BNB,hold,
2025-11-13T03:38:58.490135,ETH,hold,
2025-11-13T03:38:58.490135,SOL,hold,
2025-11-13T03:38:58.490135,XRP,hold,
2025-11-13T03:38:58.490135,BTC,hold,
2025-11-13T03:38:58.490135,DOGE,hold,
2025-11-13T03:38:58.490135,BNB,hold,
2025-11-13T03:42:06.085166,ETH,hold,
2025-11-13T03:42:06.085166,SOL,hold,
2025-11-13T03:42:06.085166,XRP,hold,
2025-11-13T03:42:06.085166,BTC,hold,
2025-11-13T03:42:06.085166,DOGE,hold,
2025-11-13T03:42:06.085166,BNB,hold,
2025-11-13T03:45:13.157827,ETH,hold,
2025-11-13T03:45:13.157827,SOL,hold,
2025-11-13T03:45:13.157827,XRP,hold,
2025-11-13T03:45:13.157827,BTC,hold,
2025-11-13T03:45:13.157827,DOGE,hold,
2025-11-13T03:45:13.157827,BNB,hold,
2025-11-13T03:48:21.060960,ETH,hold,
2025-11-13T03:48:21.060960,SOL,hold,
2025-11-13T03:48:21.060960,XRP,hold,
2025-11-13T03:48:21.060960,BTC,hold,
2025-11-13T03:48:21.060960,DOGE,hold,
2025-11-13T03:48:21.060960,BNB,hold,
2025-11-13T03:51:28.000703,ETH,hold,
2025-11-13T03:51:28.000703,SOL,hold,
2025-11-13T03:51:28.000703,XRP,hold,
2025-11-13T03:51:28.000703,BTC,hold,
2025-11-13T03:51:28.000703,DOGE,hold,
2025-11-13T03:51:28.000703,BNB,hold,
2025-11-13T03:54:35.094057,ETH,hold,
2025-11-13T03:54:35.094057,SOL,hold,
2025-11-13T03:54:35.094057,XRP,hold,
2025-11-13T03:54:35.094057,BTC,hold,
2025-11-13T03:54:35.094057,DOGE,hold,
2025-11-13T03:54:35.094057,BNB,hold,
2025-11-13T03:57:42.509690,ETH,hold,
2025-11-13T03:57:42.509690,SOL,hold,
2025-11-13T03:57:42.509690,XRP,hold,
2025-11-13T03:57:42.509690,BTC,hold,
2025-11-13T03:57:42.509690,DOGE,hold,
2025-11-13T03:57:42.509690,BNB,hold,
2025-11-13T04:00:49.595038,ETH,hold,
2025-11-13T04:00:49.595038,SOL,hold,
2025-11-13T04:00:49.595038,XRP,hold,
2025-11-13T04:00:49.595038,BTC,hold,
2025-11-13T04:00:49.595038,DOGE,hold,
2025-11-13T04:00:49.595038,BNB,hold,
2025-11-13T04:03:57.247488,ETH,hold,
2025-11-13T04:03:57.247488,SOL,hold,
2025-11-13T04:03:57.247488,XRP,hold,
2025-11-13T04:03:57.247488,BTC,hold,
2025-11-13T04:03:57.247488,DOGE,hold,
2025-11-13T04:03:57.247488,BNB,hold,
2025-11-13T04:07:06.524022,ETH,hold,
2025-11-13T04:07:06.524022,SOL,hold,
2025-11-13T04:07:06.524022,XRP,hold,
2025-11-13T04:07:06.524022,BTC,hold,
2025-11-13T04:07:06.524022,DOGE,hold,
2025-11-13T04:07:06.524022,BNB,hold,
2025-11-13T04:10:14.034015,ETH,hold,
2025-11-13T04:10:14.034015,SOL,hold,
2025-11-13T04:10:14.034015,XRP,hold,
2025-11-13T04:10:14.034015,BTC,hold,
2025-11-13T04:10:14.034015,DOGE,hold,
2025-11-13T04:10:14.034015,BNB,hold,
2025-11-13T04:13:21.831860,ETH,hold,
2025-11-13T04:13:21.831860,SOL,hold,
2025-11-13T04:13:21.831860,XRP,hold,
2025-11-13T04:13:21.831860,BTC,hold,
